TAG	DESCRIPTION	SIGNAL TYPE	CHASSIS &SLOT No	Channel. No.	Signal	MODULE	CONNECTION BOARD	CB TERM.	DEVICE LOCATION	DEVICE TAG	WIRE COLOUR	WIRE TYPE	WIRE NUMBER	TERMINAL BLOCK	TERM. No.	Loop Type	REV.
B10E-PS-ANNBON-01:B	Hutch Status Annunciator - BEAM ON B	24Vdc	014	12	DO12+	X-DO 24 01	X-CB 009 01	12a	EXTERNAL	B10E-PS-ANNUN-01	Grey	0.75mm² H05Z-K	014/DO12+	X-ANNUN	15	DO1	0
					DO12-			12b			White	0.75mm² H05Z-K	014/DO12-	X-ANNUN	16
B10E-PS-SP01-05	O2/SF6 Healthy Beacon 02 (GREEN LED)	24Vdc	014	13	DO13+	X-DO 24 01	X-CB 009 01	13a	HUTCH	B10E-PS-SP-05	Grey	0.75mm² H05Z-K	014/DO13+	X-SP	5	DO1	0
					DO13-			13b			White	0.75mm² H05Z-K	014/DO13-	X-SP	6
B10E-PS-SP02-05	O2/SF6 Alarm Beacon 02 (RED LED)	24Vdc	014	14	DO14+	X-DO 24 01	X-CB 009 01	14a	HUTCH	B10E-PS-SP-05	Grey	0.75mm² H05Z-K	014/DO14+	X-SP	7	DO1	0
					DO14-			14b			White	0.75mm² H05Z-K	014/DO14-	X-SP	8
B10E-PS-BLUEL-01:A	Blue Light 01 -A	24Vdc	014	15	DO15+	X-DO 24 01	X-CB 009 01	15a	HUTCH	B10E-PS-BLUEL-01	Grey	0.75mm² H05Z-K	014/DO15+	X-BLUEL	1	DO1	0
					DO15-			15b			White	0.75mm² H05Z-K	014/DO15-	X-BLUEL	2
B10E-PS-BLUEL-02:A	Blue Light 02 -A	24Vdc	014	16	DO16+	X-DO 24 01	X-CB 009 01	16a	HUTCH	B10E-PS-BLUEL-02	Grey	0.75mm² H05Z-K	014/DO16+	X-BLUEL	5	DO1	0
					DO16-			16b			White	0.75mm² H05Z-K	014/DO16-	X-BLUEL	6
B10E-PS-BLUEL-03:A	Blue Light 03 -A	24Vdc	014	17	DO17+	X-DO 24 01	X-CB 009 01	17a	HUTCH	B10E-PS-BLUEL-03	Grey	0.75mm² H05Z-K	014/DO17+	X-BLUEL	9	DO1	0
					DO17-			17b			White	0.75mm² H05Z-K	014/DO17-	X-BLUEL	10
B10E-PS-BLUEL-04:A	Blue Light 04 -A	24Vdc	014	18	DO18+	X-DO 24 01	X-CB 009 01	18a	HUTCH	B10E-PS-BLUEL-04	Grey	0.75mm² H05Z-K	014/DO18+	X-BLUEL	13	DO1	0
					DO18-			18b			White	0.75mm² H05Z-K	014/DO18-	X-BLUEL	14
B10E-PS-BLUEL-05:A	Blue Light 05 -A	24Vdc	014	19	DO19+	X-DO 24 01	X-CB 009 01	19a	HUTCH	B10E-PS-BLUEL-05	Grey	0.75mm² H05Z-K	014/DO19+	X-BLUEL	17	DO1	0
					DO19-			19b			White	0.75mm² H05Z-K	014/DO19-	X-BLUEL	18
B10E-PS-BLUEL-06:A	Blue Light 06 -A	24Vdc	014	20	DO20+	X-DO 24 01	X-CB 009 01	20a	HUTCH	B10E-PS-BLUEL-06	Grey	0.75mm² H05Z-K	014/DO20+	X-BLUEL	21	DO1	0
					DO20-			20b			White	0.75mm² H05Z-K	014/DO20-	X-BLUEL	22
SPDO-014/21	Wired Spare Output	24Vdc	014	21	DO21+	X-DO 24 01	X-CB 009 01	21a			Grey	0.75mm² H05Z-K	014/DO21+	X-SPDO	15	DO1	0
					DO21-			21b			White	0.75mm² H05Z-K	014/DO21-	X-SPDO	16
SPDO-014/22	Wired Spare Output	24Vdc	014	22	DO22+	X-DO 24 01	X-CB 009 01	22a			Grey	0.75mm² H05Z-K	014/DO22+	X-SPDO	17	DO1	0
					DO22-			22b			White	0.75mm² H05Z-K	014/DO22-	X-SPDO	18
SPDO-014/23	Wired Spare Output	24Vdc	014	23	DO23+	X-DO 24 01	X-CB 009 01	23a			Grey	0.75mm² H05Z-K	014/DO23+	X-SPDO	19	DO1	0
					DO23-			23b			White	0.75mm² H05Z-K	014/DO23-	X-SPDO	20
SPDO-013/23	Wired Spare Output	24Vdc	014	24	DO24+	X-DO 24 01	X-CB 009 01	24a			Grey	0.75mm² H05Z-K	014/DO24+	X-SPDO	21	DO1	0
					DO24-			24b			White	0.75mm² H05Z-K	014/DO24-	X-SPDO	22



