TAG	DESCRIPTION	SIGNAL TYPE	CHASSIS &SLOT No	Channel. No.	Signal	MODULE	CONNECTION BOARD	CB TERM.	DEVICE LOCATION	DEVICE TAG	WIRE COLOUR	WIRE TYPE	WIRE NUMBER	TERMINAL BLOCK	TERM. No.	Loop Type	REV.
B10E-PS-GADC-01	General Access Door Closed Position Switch 1 (N/O when Door Open)	24Vdc	008	1	S1+	X-DI 32 05	X-CB 005 01	1a	EXTERNAL	B10E-PS-DS-01	Red	0.5mm² H05Z-K	008/S1+	X-DS01	3	DI1	0
B10E-PS-SADL-01	Service Access Door Locked Position Switch 1	24Vdc	008	8	S8+	X-DI 32 05	X-CB 005 01	8a	EXTERNAL	B10E-PS-DS-07	Red	0.5mm² H05Z-K	008/S8+	X-DS07	5	DI1	0
					DI8+			8b			Grey	0.5mm² H05Z-K	008/DI8+	X-DS07	6
SPDI-008/9	Wired Spare Input (Reserved)	24Vdc	008	9	S9+	X-DI 32 05	X-CB 005 01	9a	HUTCH	B10E-PS-DS-09	Red	0.5mm² H05Z-K	008/S9+	X-DS09	3	DI2	0/1
					DI9+			9b			Grey	0.5mm² H05Z-K	008/DI9+	X-DS09	4
B10E-PS-SADC-04	Service Access Door Closed Position Switch 4 (N/O when Door Open)	24Vdc	008	10	S10+	X-DI 32 05	X-CB 005 01	10a	HUTCH	B10E-PS-DS-10	Red	0.5mm² H05Z-K	008/S10+	X-DS10	1	DI1	0
					DI10+			10b			Grey	0.5mm² H05Z-K	008/DI10+	X-DS10	2
SPDI-008/11	Wired Spare Input (RESERVED)	24Vdc	008	11	S11+	X-DI 32 05	X-CB 005 01	11a		B10E-PS-DS-10	Red	0.5mm² H05Z-K	008/S11+	X-DS10	3	DI2	0/1
					DI11+			11b			Grey	0.5mm² H05Z-K	008/DI11+	X-DS10	4
B10E-PS-KEY-04	Software Download/Program Enable Keyswitch	24Vdc	008	12	S12+	X-DI 32 05	X-CB 005 01	12a	LOGIC SOLVER	B10E-PS-KEY-04	Red	0.5mm² H05Z-K	008/S12+	KS-1	13	DI2	0/1		Changed
					DI12+			12b			Grey	0.5mm² H05Z-K	008/DI12+	KS-1	23
B10E-PS-BOB-01:A	Beam Off Button 01	24Vdc	008	13	S13+	X-DI 32 05	X-CB 005 01	13a	ZCP	B10E-PS-BOB-01	Red	0.5mm² H05Z-K	008/S13+	X-ZCP	17	DI1	0
	5				DI13+			13b			Grey	0.5mm² H05Z-K	008/DI13+	X-ZCP	18
B10E-PS-BOB-02:A	Beam Off Button 02	24Vdc	008	14	S14+	X-DI 32 05	X-CB 005 01	14a	HUTCH	B10E-PS-BOB-02	Red	0.5mm² H05Z-K	008/S14+	X-BOB	1	DI1	0
					DI14+			14b			Grey	0.5mm² H05Z-K	008/DI14+	X-BOB	2
B10E-PS-BOB-03:A	Beam Off Button 03	24Vdc	008	15	S15+	X-DI 32 05	X-CB 005 01	15a	HUTCH	B10E-PS-BOB-03	Red	0.5mm² H05Z-K	008/S15+	X-BOB	5	DI1	0
					DI15+			15b			Grey	0.5mm² H05Z-K	008/DI15+	X-BOB	6
B10E-PS-BOB-04:A	Beam Off Button 04	24Vdc	008	16	S16+	X-DI 32 05	X-CB 005 01	16a	HUTCH	B10E-PS-BOB-04	Red	0.5mm² H05Z-K	008/S16+	X-BOB	9	DI1	0
					DI16+			16b			Grey	0.5mm² H05Z-K	008/DI16+	X-BOB	10
B10E-PS-BOB-05:A	Beam Off Button 05	24Vdc	008	17	S17+	X-DI 32 05	X-CB 005 01	17a	HUTCH	B10E-PS-BOB-05	Red	0.5mm² H05Z-K	008/S17+	X-BOB	13	DI1	0
					DI17+			17b			Grey	0.5mm² H05Z-K	008/DI17+	X-BOB	14
B10E-PS-BOB-06:A	Beam Off Button 06	24Vdc	008	18	S18+	X-DI 32 05	X-CB 005 01	18a	HUTCH	B10E-PS-BOB-06	Red	0.5mm² H05Z-K	008/S18+	X-BOB	17	DI1	0
					DI18+			18b			Grey	0.5mm² H05Z-K	008/DI18+	X-BOB	18
B10E-PS-BOB-07:A	Beam Off Button 07	24Vdc	008	19	S19+	X-DI 32 05	X-CB 005 01	19a	HUTCH	B10E-PS-BOB-07	Red	0.5mm² H05Z-K	008/S19+	X-BOB	21	DI1	0
					DI19+			19b			Grey	0.5mm² H05Z-K	008/DI19+	X-BOB	22
B10E-PS-BOB-08:A	Beam Off Button 08	24Vdc	008	20	S20+	X-DI 32 05	X-CB 005 01	20a	HUTCH	B10E-PS-BOB-08	Red	0.5mm² H05Z-K	008/S20+	X-BOB	25	DI1	0
					DI20+			20b			Grey	0.5mm² H05Z-K	008/DI20+	X-BOB	26
SPDI-008/21	Wired Spare Input	24Vdc	008	21	S21+	X-DI 32 05	X-CB 005 01	21a			Red	0.5mm² H05Z-K	008/S21+	X-SPDI	1	DI2	0/1		Change term
					DI21+			21b			Grey	0.5mm² H05Z-K	008/DI21+	X-SPDI	2
SPDI-008/22	Wired Spare Input	24Vdc	008	22	S22+	X-DI 32 05	X-CB 005 01	22a			Red	0.5mm² H05Z-K	008/S22+	X-SPDI	3	DI2	0/1		Change term
					DI22+			22b			Grey	0.5mm² H05Z-K	008/DI22+	X-SPDI	4
B10E-PS-ASB-01	Area Search Button 01	24Vdc	008	23	S23+	X-DI 32 05	X-CB 005 01	23a	HUTCH	B10E-PS-ASB-01	Red	0.5mm² H05Z-K	008/S23+	X-ASB	1	DI1	0
					DI23+			23b			Grey	0.5mm² H05Z-K	008/DI23+	X-ASB	2
B10E-PS-ASB-02	Area Search Button 02	24Vdc	008	24	S24+	X-DI 32 05		24a	HUTCH	B10E-PS-ASB-02	Red	0.5mm² H05Z-K	008/S24+	X-ASB	5	DI1	0
					DI24+			24b			Grey	0.5mm² H05Z-K	008/DI24+	X-ASB	6
B10E-PS-ASB-03	Area Search Button 03	24Vdc	008	25	S25+	X-DI 32 05	X-CB 005 01	25a	HUTCH	B10E-PS-ASB-03	Red	0.5mm² H05Z-K	008/S25+	X-ASB	9	DI1	0
					DI25+			25b			Grey	0.5mm² H05Z-K	008/DI25+	X-ASB	10
B10E-PS-ASB-04	Area Search Button 04	24Vdc	008	26	S26+	X-DI 32 05		26a	HUTCH	B10E-PS-ASB-04	Red	0.5mm² H05Z-K	008/S26+	X-ASB	13	DI1	0
					DI26+			26b			Grey	0.5mm² H05Z-K	008/DI26+	X-ASB	14
B10E-PS-UPS-01	UPS Feedback 01	24Vdc	008	27	S27+	X-DI 32 05	X-CB 005 01	27a			Red	0.5mm² H05Z-K	008/S27+	X-UPS	1	DI1	0/1	Added
					DI27+			27b			Grey	0.5mm² H05Z-K	008/DI27+	X-UPS	2
B10E-PS-UPS-02	UPS Feedback 02	24Vdc	008	28	S28+	X-DI 32 05		28a			Red	0.5mm² H05Z-K	008/S28+	X-UPS	3	DI1	0/1	Added
					DI28+			28b			Grey	0.5mm² H05Z-K	008/DI28+	X-UPS	4
SPDI-008/29	Wired Spare Input	24Vdc	008	29	S29+	X-DI 32 05	X-CB 005 01	29a			Red	0.5mm² H05Z-K	008/S29+	X-SPDI	5	DI2	0/1		Change term
					DI29+			29b			Grey	0.5mm² H05Z-K	008/DI29+	X-SPDI	6
SPDI-008/30	Wired Spare Input	24Vdc	008	30	S30+	X-DI 32 05		30a			Red	0.5mm² H05Z-K	008/S30+	X-SPDI	7	DI2	0/1		Change term
					DI30+			30b			Grey	0.5mm² H05Z-K	008/DI30+	X-SPDI	8
SPDI-008/31	Wired Spare Input	24Vdc	008	31	S31+	X-DI 32 05	X-CB 005 01				Red	0.5mm² H05Z-K	008/S31+	X-SPDI	9	DI2	0/1		Change term
					DI31+						Grey	0.5mm² H05Z-K	008/DI31+	X-SPDI	10
SPDI-008/32	Wired Spare Input	24Vdc	008	32	S32+	X-DI 32 05	X-CB 005 01	32a			Red	0.5mm² H05Z-K	008/S32+	X-SPDI	11	DI2	0/1		Change term
					DI32+			32b			Grey	0.5mm² H05Z-K	008/DI32+	X-SPDI	12
