TAG	DESCRIPTION	SIGNAL TYPE	CHASSIS &SLOT No	Channel. No.	Signal	MODULE	CONNECTION BOARD	CB TERM.	DEVICE LOCATION	DEVICE TAG	WIRE COLOUR	WIRE TYPE	WIRE NUMBER	TERMINAL BLOCK	TERM. No.	Loop Type	REV.
B10E-PS-BLUEL-05:B	Blue Light 05 -B	24Vdc	015	19	DO19+	X-DO 24 01	X-CB 009 01	19a	HUTCH	B10E-PS-BLUEL-05	Grey	0.75mm² H05Z-K	015/DO19+	X-BLUEL	19	DO1	0
					DO19-			19b			White	0.75mm² H05Z-K	015/DO19-	X-BLUEL	20
B10E-PS-BLUEL-06:B	Blue Light 06 -B	24Vdc	015	20	DO20+	X-DO 24 01	X-CB 009 01	20a	HUTCH	B10E-PS-BLUEL-06	Grey	0.75mm² H05Z-K	015/DO20+	X-BLUEL	23	DO1	0
					DO20-			20b			White	0.75mm² H05Z-K	015/DO20-	X-BLUEL	24
SPDO-015/21	Wired Spare Output	24Vdc	015	21	DO21+	X-DO 24 01	X-CB 009 01	21a			Grey	0.75mm² H05Z-K	015/DO21+	X-SPDO	25	DO1	0
					DO21-			21b			White	0.75mm² H05Z-K	015/DO21-	X-SPDO	26
SPDO-015/22	Wired Spare Output	24Vdc	015	22	DO22+	X-DO 24 01	X-CB 009 01	22a			Grey	0.75mm² H05Z-K	015/DO22+	X-SPDO	27	DO1	0
					DO22-			22b			White	0.75mm² H05Z-K	015/DO22-	X-SPDO	28
SPDO-015/23	Wired Spare Output	24Vdc	015	23	DO23+	X-DO 24 01	X-CB 009 01	23a			Grey	0.75mm² H05Z-K	015/DO23+	X-SPDO	29	DO1	0
					DO23-			23b			White	0.75mm² H05Z-K	015/DO23-	X-SPDO	30
SPDO-013/23	Wired Spare Output	24Vdc	015	24	DO24+	X-DO 24 01	X-CB 009 01	24a			Grey	0.75mm² H05Z-K	015/DO24+	X-SPDO	31	DO1	0
					DO24-			24b			White	0.75mm² H05Z-K	015/DO24-	X-SPDO	32
