TAG	DESCRIPTION	SIGNAL TYPE	CHASSIS &SLOT No	Channel. No.	Signal	MODULE	CONNECTION BOARD	CB TERM.	DEVICE LOCATION	DEVICE TAG	WIRE COLOUR	WIRE TYPE	WIRE NUMBER	TERMINAL BLOCK	TERM. No.	Loop Type	REV.
B10E-PS-CON-05:EN	Power Contactor 05	24Vdc	016	14	DO14+	X-DO 24 01	X-CB 009 01	14a	ELECTRON SOURCE	B10E-PS-CON-05	Grey	0.75mm² H05Z-K	016/DO14+	X-INTF07	17	DO1	0
					DO14-			14b			White	0.75mm² H05Z-K	016/DO14-	X-INTF07	18
B10E-PS-SOL-01	Lock General Access Door Switch 1	24Vdc	016	15	DO15+	X-DO 24 01	X-CB 009 01	15a	EXTERNAL	B10E-PS-DS-01	Grey	0.75mm² H05Z-K	016/DO15+	X-DS01	7	DO1	0
					DO15-			15b			White	0.75mm² H05Z-K	016/DO15-	X-DS01	8
B10E-PS-SOL-02	Lock General Access Door Switch 2	24Vdc	016	16	DO16+	X-DO 24 01	X-CB 009 01	16a	EXTERNAL	B10E-PS-DS-02	Grey	0.75mm² H05Z-K	016/DO16+	X-DS02	7	DO1	0
					DO16-			16b			White	0.75mm² H05Z-K	016/DO16-	X-DS02	8
B10E-PS-SOL-03	Lock General Access Gate Switch 1	24Vdc	016	17	DO17+	X-DO 24 01	X-CB 009 01	17a	EXTERNAL	B10E-PS-DS-04	Grey	0.75mm² H05Z-K	016/DO17+	X-DS04	7	DO1	0
					DO17-			17b			White	0.75mm² H05Z-K	016/DO17-	X-DS04	8
B10E-PS-SOL-04	Lock General Access Gate Switch 2	24Vdc	016	18	DO18+	X-DO 24 01	X-CB 009 01	18a	EXTERNAL	B10E-PS-DS-05	Grey	0.75mm² H05Z-K	016/DO18+	X-DS05	7	DO1	0
					DO18-			18b			White	0.75mm² H05Z-K	016/DO18-	X-DS05	8
B10E-PS-SOL-05	Lock Service Access Door Switch 1	24Vdc	016	19	DO19+	X-DO 24 01	X-CB 009 01	19a	EXTERNAL	B10E-PS-DS-07	Grey	0.75mm² H05Z-K	016/DO19+	X-DS07	7	DO1	0
					DO19-			19b			White	0.75mm² H05Z-K	016/DO19-	X-DS07	8
B10E-PS-SOL-06	Lock Service Access Door Switch 2	24Vdc	016	20	DO20+	X-DO 24 01	X-CB 009 01	20a	EXTERNAL	B10E-PS-DS-08	Grey	0.75mm² H05Z-K	016/DO20+	X-DS08	7	DO1	0
					DO20-			20b			White	0.75mm² H05Z-K	016/DO20-	X-DS08	8
SPDO-016/21	Wired Spare Output	24Vdc	016	21	DO21+	X-DO 24 01	X-CB 009 01	21a			Grey	0.75mm² H05Z-K	016/DO21+	X-SPDO	39	DO1	0
					DO21-			21b			White	0.75mm² H05Z-K	016/DO21-	X-SPDO	40
SPDO-016/22	Wired Spare Output	24Vdc	016	22	DO22+	X-DO 24 01	X-CB 009 01	22a			Grey	0.75mm² H05Z-K	016/DO22+	X-SPDO	41	DO1	0
					DO22-			22b			White	0.75mm² H05Z-K	016/DO22-	X-SPDO	42
SPDO-016/23	Wired Spare Output	24Vdc	016	23	DO23+	X-DO 24 01	X-CB 009 01	23a			Grey	0.75mm² H05Z-K	016/DO23+	X-SPDO	43	DO1	0
					DO23-			23b			White	0.75mm² H05Z-K	016/DO23-	X-SPDO	44
SPDO-016/24	Wired Spare Output	24Vdc	016	24	DO24+	X-DO 24 01	X-CB 009 01	24a			Grey	0.75mm² H05Z-K	016/DO24+	X-SPDO	45	DO1	0
					DO24-			24b			White	0.75mm² H05Z-K	016/DO24-	X-SPDO	46
